YearStart,LocationDesc,Question,Rate,LocationID
2014,Delaware,Melanoma,3.4,10
2009,Ohio,Melanoma,3.0,39
2014,Idaho,End-stage renal disease,38.9,16
2012,Louisiana,End-stage renal disease,65.7,22
2017,Florida,End-stage renal disease,51.5,12
2013,Oregon,Melanoma,,41
2008,Maine,Melanoma,3.0,23
2010,Rhode Island,Melanoma,2.6,44
2009,New Hampshire,Melanoma,,33
2014,Mississippi,Melanoma,,28
2013,Colorado,Melanoma,2.0,8
2012,Washington,Melanoma,,53
2017,California,End-stage renal disease,67.8,6
2015,North Carolina,Melanoma,,37
2009,Georgia,Melanoma,3.4,13
2011,Indiana,Melanoma,4.1,18
2009,Colorado,Melanoma,2.2,8
2015,Maine,Melanoma,2.4,23
2015,California,Melanoma,3.0,6
2010,Missouri,Melanoma,4.6,29
2008,Rhode Island,Melanoma,,44
2018,California,End-stage renal disease,41.0,6
2009,Delaware,Melanoma,,10
2010,Florida,End-stage renal disease,39.1,12
2011,California,Melanoma,3.9,6
2014,California,End-stage renal disease,87.5,6
2010,New York,Melanoma,3.2,36
2014,Arizona,Melanoma,1.5,4
2016,Georgia,End-stage renal disease,45.3,13
2012,Iowa,Melanoma,1.9,19
2011,Nevada,Melanoma,,32
2011,Pennsylvania,Melanoma,4.0,42
2008,Louisiana,Melanoma,3.0,22
2010,Montana,Melanoma,1.9,30
2017,Illinois,End-stage renal disease,80.7,17
2008,Arizona,Melanoma,3.6,4
2012,Indiana,End-stage renal disease,100.6,18
2012,Arkansas,End-stage renal disease,73.7,5
2015,Florida,Melanoma,2.3,12
2010,Iowa,Melanoma,4.2,19
2009,New York,Melanoma,0.5,36
2020,Minnesota,End-stage renal disease,91.1,27
2013,Wisconsin,End-stage renal disease,56.4,55
2020,New Mexico,End-stage renal disease,50.2,35
2011,South Dakota,End-stage renal disease,58.8,46
2019,Montana,End-stage renal disease,,30
2014,South Dakota,End-stage renal disease,46.8,46
2010,Tennessee,End-stage renal disease,83.6,47
2015,Missouri,End-stage renal disease,,29
2016,Texas,End-stage renal disease,56.9,48
2012,Montana,End-stage renal disease,41.3,30
2014,Oklahoma,End-stage renal disease,59.4,40
2019,Nebraska,End-stage renal disease,63.5,31
2019,West Virginia,End-stage renal disease,60.0,54
2014,Oregon,End-stage renal disease,43.8,41
2017,North Carolina,End-stage renal disease,37.3,37
2010,South Dakota,End-stage renal disease,70.5,46
2012,Ohio,End-stage renal disease,110.6,39
2019,Vermont,End-stage renal disease,,50
2014,Missouri,End-stage renal disease,34.2,29
2017,Mississippi,End-stage renal disease,51.4,28
2019,Pennsylvania,End-stage renal disease,58.5,42
2015,Utah,End-stage renal disease,,49
2019,Oregon,End-stage renal disease,43.0,41
2014,Oregon,End-stage renal disease,98.4,41
2014,Minnesota,End-stage renal disease,41.7,27
2017,Tennessee,End-stage renal disease,61.4,47
2014,Nebraska,End-stage renal disease,47.5,31
2017,South Dakota,End-stage renal disease,57.9,46
2016,North Dakota,End-stage renal disease,81.9,38
2011,Rhode Island,End-stage renal disease,59.9,44
2020,South Carolina,End-stage renal disease,97.9,45
2017,Montana,End-stage renal disease,46.3,30
2015,South Carolina,End-stage renal disease,,45
2017,South Carolina,End-stage renal disease,62.9,45
2019,Vermont,End-stage renal disease,41.0,50
2014,New York,End-stage renal disease,31.2,36
2011,Nebraska,End-stage renal disease,,31
2012,Virginia,End-stage renal disease,36.6,51
2019,Virginia,End-stage renal disease,29.8,51
2017,Missouri,End-stage renal disease,61.3,29
2019,Maine,End-stage renal disease,,23
2014,Pennsylvania,End-stage renal disease,57.2,42
2010,North Carolina,End-stage renal disease,70.7,37
2010,Texas,End-stage renal disease,82.2,48
2012,Mississippi,End-stage renal disease,82.8,28
2017,South Carolina,End-stage renal disease,28.1,45
2012,Utah,End-stage renal disease,,49
2014,Oklahoma,End-stage renal disease,53.3,40
2020,Missouri,End-stage renal disease,98.8,29
2016,Ohio,End-stage renal disease,74.7,39
2014,West Virginia,End-stage renal disease,91.0,54
2014,Nevada,End-stage renal disease,32.3,32
2015,North Carolina,End-stage renal disease,27.4,37
2015,Mississippi,End-stage renal disease,79.2,28
2017,Wyoming,End-stage renal disease,47.0,56
2020,New Hampshire,End-stage renal disease,,33
2019,Wyoming,End-stage renal disease,48.2,56
2017,Texas,End-stage renal disease,65.9,48
2018,Ohio,End-stage renal disease,22.2,39
2019,Utah,End-stage renal disease,55.7,49
2012,Washington,End-stage renal disease,68.6,53
2020,Mississippi,End-stage renal disease,90.8,28
2010,Wisconsin,End-stage renal disease,179.2,55
2014,Wisconsin,End-stage renal disease,74.9,55
2013,Wyoming,End-stage renal disease,50.1,56
2014,Montana,End-stage renal disease,36.8,30
2010,West Virginia,End-stage renal disease,,54
2016,New Mexico,End-stage renal disease,90.4,35
2013,Michigan,End-stage renal disease,49.3,26
2012,Vermont,End-stage renal disease,,50
2016,North Carolina,End-stage renal disease,25.8,37
2014,North Dakota,End-stage renal disease,47.9,38
2019,Ohio,End-stage renal disease,,39
2018,Texas,End-stage renal disease,73.5,48
2011,North Carolina,End-stage renal disease,89.6,37
2018,Wyoming,End-stage renal disease,,56
2013,Texas,End-stage renal disease,69.5,48
2013,Wyoming,End-stage renal disease,,56
2014,Pennsylvania,End-stage renal disease,80.1,42
2015,Michigan,End-stage renal disease,68.3,26
2019,Ohio,End-stage renal disease,49.1,39
2010,New Hampshire,End-stage renal disease,,33
2018,Wisconsin,End-stage renal disease,121.6,55
2019,North Carolina,End-stage renal disease,55.3,37
2015,North Dakota,End-stage renal disease,,38
2013,Minnesota,End-stage renal disease,78.2,27
2017,North Carolina,End-stage renal disease,105.9,37
2013,Maine,End-stage renal disease,54.7,23
2014,Vermont,End-stage renal disease,59.6,50
2020,Nebraska,End-stage renal disease,87.0,31
2013,Montana,End-stage renal disease,,30
2017,Texas,End-stage renal disease,110.9,48
2016,New Hampshire,End-stage renal disease,,33
2020,Ohio,End-stage renal disease,57.5,39
2020,New Hampshire,End-stage renal disease,56.6,33
2015,Vermont,End-stage renal disease,,50
2016,Nebraska,End-stage renal disease,77.3,31
2016,New Jersey,End-stage renal disease,,34
2017,Tennessee,End-stage renal disease,88.7,47
2013,North Dakota,End-stage renal disease,68.0,38
2020,New York,End-stage renal disease,35.2,36
2020,Montana,End-stage renal disease,237.8,30
2010,New Jersey,End-stage renal disease,54.9,34
2016,New Hampshire,End-stage renal disease,60.0,33
2019,Nevada,End-stage renal disease,35.5,32
2014,South Carolina,End-stage renal disease,109.1,45
2017,Montana,End-stage renal disease,,30
2014,Washington,End-stage renal disease,72.1,53
2015,Virginia,End-stage renal disease,88.6,51
2020,Nevada,End-stage renal disease,76.7,32
2018,United States,End-stage renal disease,56.5,59
2013,Missouri,End-stage renal disease,95.8,29
2011,New Hampshire,End-stage renal disease,,33
2010,New Mexico,End-stage renal disease,76.7,35
2017,New Jersey,End-stage renal disease,50.7,34
2013,New Hampshire,End-stage renal disease,53.2,33
2019,Mississippi,End-stage renal disease,56.5,28
2017,Nevada,End-stage renal disease,80.0,32
2017,New Jersey,End-stage renal disease,70.3,34
2011,Vermont,End-stage renal disease,97.3,50
2010,Nebraska,End-stage renal disease,88.3,31
2018,Pennsylvania,End-stage renal disease,26.1,42
2018,Tennessee,End-stage renal disease,66.5,47
2019,South Dakota,End-stage renal disease,,46
2017,West Virginia,End-stage renal disease,59.4,54
2017,New Hampshire,End-stage renal disease,,33
2011,North Dakota,End-stage renal disease,94.3,38
2013,Ohio,End-stage renal disease,59.1,39
2011,South Carolina,End-stage renal disease,77.3,45
2013,Rhode Island,End-stage renal disease,52.5,44
2017,Washington,End-stage renal disease,46.9,53
2014,Pennsylvania,End-stage renal disease,31.8,42
2019,Minnesota,End-stage renal disease,124.7,27
2020,Maine,End-stage renal disease,47.6,23
2013,South Carolina,End-stage renal disease,33.7,45
2015,Maine,End-stage renal disease,,23
2016,Montana,End-stage renal disease,,30
2010,Minnesota,End-stage renal disease,94.5,27
2015,Michigan,End-stage renal disease,29.0,26
2016,Nebraska,End-stage renal disease,,31
2020,North Dakota,End-stage renal disease,95.4,38
2013,New Jersey,End-stage renal disease,54.7,34
2012,Oregon,End-stage renal disease,61.9,41
2014,Texas,End-stage renal disease,48.4,48
2013,Maine,End-stage renal disease,,23
2018,South Dakota,End-stage renal disease,68.6,46
2015,Pennsylvania,End-stage renal disease,78.5,42
2020,Montana,End-stage renal disease,90.4,30
2013,Nevada,End-stage renal disease,42.7,32
2020,Mississippi,End-stage renal disease,,28
2011,Montana,End-stage renal disease,57.2,30
2012,Utah,End-stage renal disease,57.5,49
2010,Wyoming,End-stage renal disease,,56
2010,Oklahoma,End-stage renal disease,73.0,40
2016,Maryland,End-stage renal disease,75.0,24
2019,North Dakota,End-stage renal disease,67.9,38
2020,North Carolina,End-stage renal disease,110.6,37
2018,Oregon,End-stage renal disease,43.6,41
2010,South Dakota,End-stage renal disease,64.9,46
2016,Missouri,End-stage renal disease,63.3,29
2017,New Mexico,End-stage renal disease,41.0,35
2016,Oklahoma,End-stage renal disease,102.2,40
2016,Utah,End-stage renal disease,59.8,49
2010,Pennsylvania,End-stage renal disease,71.3,42
2016,Nevada,End-stage renal disease,31.6,32
2020,Michigan,End-stage renal disease,139.5,26
2020,Michigan,End-stage renal disease,56.4,26
2010,Oklahoma,End-stage renal disease,153.5,40
2019,South Carolina,End-stage renal disease,39.1,45
2010,Virginia,End-stage renal disease,42.5,51
2010,New Mexico,End-stage renal disease,51.3,35
2017,New York,End-stage renal disease,39.3,36
2019,Missouri,End-stage renal disease,96.1,29
2017,New Hampshire,End-stage renal disease,52.1,33
2012,North Carolina,End-stage renal disease,130.2,37
2011,West Virginia,End-stage renal disease,,54
2012,North Dakota,End-stage renal disease,114.8,38
2015,Wisconsin,End-stage renal disease,110.1,55
2013,Nevada,End-stage renal disease,32.1,32
2013,Tennessee,End-stage renal disease,82.1,47
2016,Michigan,End-stage renal disease,54.0,26
2013,New York,End-stage renal disease,42.3,36
2010,Maine,End-stage renal disease,69.0,23
2020,Rhode Island,End-stage renal disease,85.8,44
2011,North Carolina,End-stage renal disease,55.9,37
2012,Wyoming,End-stage renal disease,73.9,56
2018,Texas,End-stage renal disease,43.9,48
2016,North Carolina,End-stage renal disease,77.4,37
2017,Oregon,End-stage renal disease,38.3,41
2016,New Mexico,End-stage renal disease,,35
2011,North Dakota,End-stage renal disease,,38
2013,Washington,End-stage renal disease,44.9,53
2012,Minnesota,End-stage renal disease,105.0,27
2015,West Virginia,End-stage renal disease,,54
2016,Virginia,End-stage renal disease,54.7,51
2014,South Carolina,End-stage renal disease,57.9,45
2012,Wisconsin,End-stage renal disease,76.7,55
2018,Nebraska,End-stage renal disease,111.4,31
2010,South Carolina,End-stage renal disease,150.5,45
2013,Michigan,End-stage renal disease,48.1,26
2011,Tennessee,End-stage renal disease,74.3,47
2012,New York,End-stage renal disease,40.8,36
2018,Oklahoma,End-stage renal disease,40.3,40
2016,Minnesota,End-stage renal disease,54.9,27
2016,Mississippi,End-stage renal disease,,28
2015,Virginia,End-stage renal disease,49.7,51
2019,Oregon,End-stage renal disease,66.1,41
2011,Tennessee,End-stage renal disease,82.2,47
2015,Washington,End-stage renal disease,101.0,53
2010,Tennessee,End-stage renal disease,129.4,47
2010,Ohio,End-stage renal disease,132.4,39
2019,Nebraska,End-stage renal disease,195.7,31
2010,Utah,End-stage renal disease,43.7,49
2016,Mississippi,End-stage renal disease,64.2,28
2013,New Mexico,End-stage renal disease,38.0,35
2010,South Carolina,End-stage renal disease,73.5,45
2018,Oklahoma,End-stage renal disease,70.2,40
2020,Missouri,End-stage renal disease,51.9,29
2017,Nevada,End-stage renal disease,46.4,32
2015,Rhode Island,End-stage renal disease,44.4,44
2010,New York,End-stage renal disease,64.4,36
2010,Nevada,End-stage renal disease,52.6,32
2014,Tennessee,End-stage renal disease,63.1,47
2016,Missouri,End-stage renal disease,37.5,29
2015,Utah,End-stage renal disease,56.3,49
2019,Maine,End-stage renal disease,59.3,23
2013,Oregon,End-stage renal disease,63.5,41
2010,New York,End-stage renal disease,53.5,36
2016,Michigan,End-stage renal disease,87.6,26
2017,Mississippi,End-stage renal disease,94.9,28
2017,North Dakota,End-stage renal disease,,38
2015,Vermont,End-stage renal disease,,50
2012,Montana,End-stage renal disease,72.7,30
2011,Mississippi,End-stage renal disease,100.5,28
2013,Ohio,End-stage renal disease,32.8,39
2016,Virginia,End-stage renal disease,28.4,51
2016,Pennsylvania,End-stage renal disease,87.2,42
2010,Minnesota,End-stage renal disease,69.9,27
2014,Texas,End-stage renal disease,68.7,48
2013,New Hampshire,End-stage renal disease,,33
2017,Minnesota,End-stage renal disease,46.6,27
2013,Nevada,End-stage renal disease,72.3,32
2011,Wyoming,End-stage renal disease,60.3,56
2016,Washington,End-stage renal disease,49.0,53
2013,New Mexico,End-stage renal disease,,35
2017,Pennsylvania,End-stage renal disease,45.8,42
2020,Washington,End-stage renal disease,64.7,53
2020,Oregon,End-stage renal disease,43.6,41
2013,South Carolina,End-stage renal disease,84.5,45
2013,Tennessee,End-stage renal disease,,47
2019,New Hampshire,End-stage renal disease,,33
2013,New York,End-stage renal disease,47.3,36
2011,Texas,End-stage renal disease,78.7,48
2018,New York,End-stage renal disease,37.2,36
2017,Ohio,End-stage renal disease,94.8,39
2012,Mississippi,End-stage renal disease,115.0,28
2020,New Jersey,End-stage renal disease,62.8,34
2011,Utah,End-stage renal disease,71.5,49
2012,New Hampshire,End-stage renal disease,,33
2018,Nevada,End-stage renal disease,46.9,32
2019,New Jersey,End-stage renal disease,86.2,34
2010,Texas,End-stage renal disease,48.2,48
2015,Montana,End-stage renal disease,,30
2014,South Dakota,End-stage renal disease,57.8,46
2019,New Mexico,End-stage renal disease,67.5,35
2020,Oklahoma,End-stage renal disease,140.2,40
2020,Montana,End-stage renal disease,64.4,30
2012,Minnesota,End-stage renal disease,66.0,27
2012,North Dakota,End-stage renal disease,248.6,38
2017,Minnesota,End-stage renal disease,55.8,27
2019,Nevada,End-stage renal disease,59.9,32
2012,Missouri,End-stage renal disease,65.3,29
2010,Pennsylvania,End-stage renal disease,103.9,42
2012,New Mexico,End-stage renal disease,82.0,35
2019,New York,End-stage renal disease,44.0,36
2013,South Dakota,End-stage renal disease,180.3,46
2013,Virginia,End-stage renal disease,54.8,51
2017,West Virginia,End-stage renal disease,,54
2019,Washington,End-stage renal disease,47.8,53
2016,Vermont,End-stage renal disease,,50
2017,New York,End-stage renal disease,42.7,36
2010,Texas,End-stage renal disease,133.8,48
2018,Montana,End-stage renal disease,38.3,30
2018,North Carolina,End-stage renal disease,54.7,37
2017,Rhode Island,End-stage renal disease,34.4,44
2014,Tennessee,End-stage renal disease,82.6,47
2017,Nevada,End-stage renal disease,64.8,32
2014,Oklahoma,End-stage renal disease,63.7,40
2017,Maine,End-stage renal disease,37.0,23
2013,Ohio,End-stage renal disease,93.8,39
2018,Ohio,End-stage renal disease,58.7,39
2018,North Dakota,End-stage renal disease,54.3,38
2020,Vermont,End-stage renal disease,,50
2017,Michigan,End-stage renal disease,44.4,26
2020,Pennsylvania,End-stage renal disease,,42
2017,Mississippi,End-stage renal disease,63.4,28
2013,Rhode Island,End-stage renal disease,74.4,44
2020,North Dakota,End-stage renal disease,,38
2013,Oklahoma,End-stage renal disease,82.6,40
2012,Michigan,End-stage renal disease,88.8,26
2015,South Carolina,End-stage renal disease,58.7,45
2012,Ohio,End-stage renal disease,66.3,39
2017,Maryland,End-stage renal disease,43.2,24
2014,Wyoming,End-stage renal disease,42.6,56
2020,Pennsylvania,End-stage renal disease,91.8,42
2020,North Carolina,End-stage renal disease,134.4,37
2013,Rhode Island,End-stage renal disease,,44
2012,Mississippi,End-stage renal disease,,28
2016,Maryland,End-stage renal disease,43.2,24
2015,New York,End-stage renal disease,21.7,36
2019,South Dakota,End-stage renal disease,57.9,46
2014,New Jersey,End-stage renal disease,40.9,34
2017,Wyoming,End-stage renal disease,75.9,56
2016,Oklahoma,End-stage renal disease,62.6,40
2015,Tennessee,End-stage renal disease,53.0,47
2014,Wisconsin,End-stage renal disease,48.7,55
2015,South Dakota,End-stage renal disease,45.7,46
2020,Minnesota,End-stage renal disease,65.0,27
2010,Ohio,End-stage renal disease,,39
2019,New Mexico,End-stage renal disease,41.3,35
2018,Maryland,End-stage renal disease,,24
2013,Minnesota,End-stage renal disease,89.6,27
2010,Texas,End-stage renal disease,72.4,48
2016,Nevada,End-stage renal disease,61.6,32
2019,Washington,End-stage renal disease,55.6,53
2018,Oregon,End-stage renal disease,103.6,41
2010,Vermont,End-stage renal disease,50.7,50
2015,Vermont,End-stage renal disease,56.7,50
2016,Ohio,End-stage renal disease,37.0,39
2020,Wisconsin,End-stage renal disease,66.2,55
2010,Oregon,End-stage renal disease,85.9,41
2020,Wisconsin,End-stage renal disease,71.5,55
2013,North Carolina,End-stage renal disease,21.3,37
2012,Maine,End-stage renal disease,,23
2014,Texas,End-stage renal disease,105.6,48
2010,Wyoming,End-stage renal disease,,56
2016,West Virginia,End-stage renal disease,,54
2018,New Hampshire,End-stage renal disease,,33
2011,Virginia,End-stage renal disease,65.1,51
2019,Montana,End-stage renal disease,66.0,30
2012,Virginia,End-stage renal disease,127.2,51
2011,Utah,End-stage renal disease,57.7,49
2016,South Carolina,End-stage renal disease,,45
2010,New Mexico,End-stage renal disease,64.2,35
2011,Nebraska,End-stage renal disease,64.7,31
2010,Wyoming,End-stage renal disease,51.6,56
2010,Wisconsin,End-stage renal disease,56.7,55
2010,New York,End-stage renal disease,52.5,36
2011,New Mexico,End-stage renal disease,55.1,35
2012,South Carolina,End-stage renal disease,,45
2020,Vermont,End-stage renal disease,46.6,50
2011,Pennsylvania,End-stage renal disease,79.7,42
2016,Mississippi,End-stage renal disease,94.8,28
2013,Mississippi,End-stage renal disease,,28
2015,Wyoming,End-stage renal disease,64.2,56
2019,West Virginia,End-stage renal disease,,54
2015,New Mexico,End-stage renal disease,90.7,35
2017,Minnesota,End-stage renal disease,58.0,27
2020,West Virginia,End-stage renal disease,,54
2014,Minnesota,End-stage renal disease,63.4,27
2016,Minnesota,End-stage renal disease,84.1,27
2019,Maine,End-stage renal disease,,23
2019,New York,End-stage renal disease,38.6,36
2017,Virginia,End-stage renal disease,69.8,51
2014,Mississippi,End-stage renal disease,,28
2012,Wyoming,End-stage renal disease,,56
2018,North Dakota,End-stage renal disease,64.5,38
2019,Virginia,End-stage renal disease,49.3,51
2011,South Carolina,End-stage renal disease,90.6,45
2010,Missouri,End-stage renal disease,76.1,29
2012,Texas,End-stage renal disease,80.2,48
2019,Oregon,End-stage renal disease,98.8,41
2014,Rhode Island,End-stage renal disease,28.9,44
2013,Maine,End-stage renal disease,,23
2010,Montana,End-stage renal disease,51.6,30
2019,Missouri,End-stage renal disease,75.5,29
2010,New Mexico,End-stage renal disease,77.2,35
2017,Tennessee,End-stage renal disease,,47
2011,Missouri,End-stage renal disease,66.3,29
2016,Virginia,End-stage renal disease,91.1,51
2015,Nebraska,End-stage renal disease,,31
2013,Michigan,End-stage renal disease,65.7,26
2012,South Dakota,End-stage renal disease,63.8,46
2016,Oklahoma,End-stage renal disease,80.2,40
2011,Maine,End-stage renal disease,53.8,23
2018,Texas,End-stage renal disease,114.1,48
2016,Minnesota,End-stage renal disease,53.3,27
2015,Washington,End-stage renal disease,73.9,53
2013,Texas,End-stage renal disease,111.5,48
2017,Michigan,End-stage renal disease,25.3,26
2014,Texas,End-stage renal disease,62.5,48
2018,South Carolina,End-stage renal disease,117.8,45
2011,Utah,End-stage renal disease,141.9,49
2018,New Hampshire,End-stage renal disease,54.6,33
2018,Minnesota,End-stage renal disease,48.8,27
2017,Nevada,End-stage renal disease,34.1,32
2013,Nevada,End-stage renal disease,42.4,32
2016,West Virginia,End-stage renal disease,75.6,54
2013,New Jersey,End-stage renal disease,52.7,34
2018,Tennessee,End-stage renal disease,94.2,47
2018,South Dakota,End-stage renal disease,56.4,46
2017,Missouri,End-stage renal disease,43.4,29
2014,South Dakota,End-stage renal disease,53.9,46
2010,Virginia,End-stage renal disease,59.2,51
2020,North Carolina,End-stage renal disease,37.4,37
2011,Michigan,End-stage renal disease,64.3,26
2019,Minnesota,End-stage renal disease,58.6,27
2019,Texas,End-stage renal disease,56.7,48
2011,Washington,End-stage renal disease,101.8,53
2016,Utah,End-stage renal disease,,49
2013,Utah,End-stage renal disease,39.8,49
2010,New Jersey,End-stage renal disease,40.0,34
2017,Maryland,End-stage renal disease,54.9,24
2016,Montana,End-stage renal disease,44.2,30
2016,Oregon,End-stage renal disease,57.4,41
2020,South Dakota,End-stage renal disease,,46
2019,South Dakota,End-stage renal disease,67.0,46
2019,Michigan,End-stage renal disease,54.9,26
2017,South Carolina,End-stage renal disease,89.5,45
2014,Ohio,End-stage renal disease,24.8,39
2020,Texas,End-stage renal disease,75.7,48
2017,Oklahoma,End-stage renal disease,65.3,40
2011,North Carolina,End-stage renal disease,74.3,37
2019,Mississippi,End-stage renal disease,68.2,28
2019,Pennsylvania,End-stage renal disease,60.1,42
2011,Vermont,End-stage renal disease,,50
2012,Washington,End-stage renal disease,144.9,53
2015,New Hampshire,End-stage renal disease,67.5,33
2016,New Jersey,End-stage renal disease,50.1,34
2018,Maine,End-stage renal disease,40.5,23
2012,Pennsylvania,End-stage renal disease,102.9,42
2017,Tennessee,End-stage renal disease,80.6,47
2019,North Carolina,End-stage renal disease,34.4,37
2012,Oklahoma,End-stage renal disease,78.5,40
2013,Tennessee,End-stage renal disease,95.8,47
2017,North Dakota,End-stage renal disease,65.8,38
2010,Ohio,End-stage renal disease,102.9,39
2016,Maine,End-stage renal disease,47.7,23
2012,Michigan,End-stage renal disease,77.4,26
2018,Maine,End-stage renal disease,,23
2011,Oregon,End-stage renal disease,74.9,41
2015,Oregon,End-stage renal disease,39.9,41
2016,Oregon,End-stage renal disease,67.3,41
2016,Washington,End-stage renal disease,56.4,53
2016,Rhode Island,End-stage renal disease,,44
2019,Maryland,End-stage renal disease,58.4,24
2013,West Virginia,End-stage renal disease,,54
2013,Texas,End-stage renal disease,62.5,48
2016,Pennsylvania,End-stage renal disease,77.1,42
2018,Rhode Island,End-stage renal disease,43.8,44
2019,Oklahoma,End-stage renal disease,70.8,40
2020,Virginia,End-stage renal disease,37.1,51
2011,New Hampshire,End-stage renal disease,61.7,33
2018,South Dakota,End-stage renal disease,60.4,46
2016,Utah,End-stage renal disease,52.1,49
2011,Wisconsin,End-stage renal disease,113.0,55
2012,Pennsylvania,End-stage renal disease,64.7,42
2011,West Virginia,End-stage renal disease,134.4,54
2016,Pennsylvania,End-stage renal disease,,42
2015,Utah,End-stage renal disease,70.1,49
2011,Texas,End-stage renal disease,91.8,48
2013,Oregon,End-stage renal disease,35.8,41
2019,Nebraska,End-stage renal disease,74.4,31
2012,Oregon,End-stage renal disease,94.8,41
2011,Montana,End-stage renal disease,54.8,30
2011,Utah,End-stage renal disease,,49
2017,New Jersey,End-stage renal disease,52.8,34
2013,Pennsylvania,End-stage renal disease,49.7,42
2013,Michigan,End-stage renal disease,67.0,26
2011,Nevada,End-stage renal disease,104.8,32
2012,Oregon,End-stage renal disease,112.2,41
2010,Montana,End-stage renal disease,48.2,30
2020,Tennessee,End-stage renal disease,,47
2019,Montana,End-stage renal disease,45.9,30
2011,New Jersey,End-stage renal disease,139.7,34
2018,Wisconsin,End-stage renal disease,75.8,55
2015,Washington,End-stage renal disease,48.8,53
2019,Wyoming,End-stage renal disease,69.5,56
2010,North Carolina,End-stage renal disease,143.3,37
2013,Wyoming,End-stage renal disease,40.4,56
2017,New Mexico,End-stage renal disease,,35
2019,Tennessee,End-stage renal disease,63.0,47
2020,Utah,End-stage renal disease,86.3,49
2014,Ohio,End-stage renal disease,59.5,39
2011,Rhode Island,End-stage renal disease,,44
2010,West Virginia,End-stage renal disease,117.5,54
2010,Montana,End-stage renal disease,,30
2017,Virginia,End-stage renal disease,44.4,51
2015,Wisconsin,End-stage renal disease,60.8,55
2018,Ohio,End-stage renal disease,89.3,39
2017,Oklahoma,End-stage renal disease,113.1,40
2010,Wisconsin,End-stage renal disease,90.4,55
2017,New York,End-stage renal disease,39.3,36
2016,Wyoming,End-stage renal disease,57.5,56
2010,Nevada,End-stage renal disease,54.1,32
2010,New Jersey,End-stage renal disease,69.3,34
2015,Vermont,End-stage renal disease,45.3,50
2015,New Jersey,End-stage renal disease,39.7,34
2018,Oklahoma,End-stage renal disease,67.2,40
2014,New York,End-stage renal disease,39.3,36
2013,Wisconsin,End-stage renal disease,42.3,55
2015,New Mexico,End-stage renal disease,60.7,35
2016,Wisconsin,End-stage renal disease,61.5,55
2016,New Hampshire,End-stage renal disease,,33
2011,Virginia,End-stage renal disease,129.2,51
2010,Nebraska,End-stage renal disease,218.7,31
2013,Maine,End-stage renal disease,70.9,23
2020,Minnesota,End-stage renal disease,58.2,27
2015,Maine,End-stage renal disease,41.6,23
2019,Missouri,End-stage renal disease,24.1,29
2010,Tennessee,End-stage renal disease,39.4,47
2016,North Carolina,End-stage renal disease,106.3,37
2014,United States,End-stage renal disease,54.6,59
2012,Oklahoma,End-stage renal disease,113.9,40
2016,North Carolina,End-stage renal disease,27.5,37
2016,North Dakota,End-stage renal disease,,38
2014,Maine,End-stage renal disease,48.8,23
2015,North Carolina,End-stage renal disease,64.6,37
2018,Vermont,End-stage renal disease,51.8,50
2016,Ohio,End-stage renal disease,50.0,39
2010,North Dakota,End-stage renal disease,,38
2016,Rhode Island,End-stage renal disease,31.8,44
2020,Maine,End-stage renal disease,,23
2015,Michigan,End-stage renal disease,93.9,26
2010,Missouri,End-stage renal disease,71.5,29
2013,Vermont,End-stage renal disease,,50
2020,Washington,End-stage renal disease,105.9,53
2017,Michigan,End-stage renal disease,54.0,26
2010,Nebraska,End-stage renal disease,76.6,31
2017,South Carolina,End-stage renal disease,35.6,45
2012,Virginia,End-stage renal disease,71.3,51
2020,Rhode Island,End-stage renal disease,,44
2020,Nevada,End-stage renal disease,80.7,32
2020,South Carolina,End-stage renal disease,,45
2017,Pennsylvania,End-stage renal disease,59.0,42
2012,Vermont,End-stage renal disease,72.3,50
2013,Tennessee,End-stage renal disease,62.6,47
2014,Nebraska,End-stage renal disease,,31
2019,South Carolina,End-stage renal disease,121.3,45
2017,Pennsylvania,End-stage renal disease,30.9,42
2010,Mississippi,End-stage renal disease,,28
2015,Missouri,End-stage renal disease,80.3,29
2018,Pennsylvania,End-stage renal disease,78.1,42
2013,Oklahoma,End-stage renal disease,106.4,40
2012,Virginia,End-stage renal disease,62.0,51
2011,North Dakota,End-stage renal disease,91.2,38
2017,South Dakota,End-stage renal disease,179.9,46
2014,Minnesota,End-stage renal disease,53.2,27
2017,Rhode Island,End-stage renal disease,77.2,44
2015,North Carolina,End-stage renal disease,80.4,37
2020,Texas,End-stage renal disease,89.8,48
2010,Michigan,End-stage renal disease,58.9,26
2012,Pennsylvania,End-stage renal disease,,42
2018,Nebraska,End-stage renal disease,55.9,31
2010,Washington,End-stage renal disease,89.4,53
2019,North Carolina,End-stage renal disease,110.0,37
2014,Tennessee,End-stage renal disease,52.8,47
2019,Utah,End-stage renal disease,166.8,49
2015,Virginia,End-stage renal disease,54.9,51
2018,South Carolina,End-stage renal disease,66.7,45
2016,Maine,End-stage renal disease,,23
2018,Ohio,End-stage renal disease,56.1,39
2012,New Jersey,End-stage renal disease,66.6,34
2020,South Dakota,End-stage renal disease,,46
2017,New York,End-stage renal disease,49.1,36
2011,Nebraska,End-stage renal disease,81.0,31
2018,Virginia,End-stage renal disease,,51
2018,Maryland,End-stage renal disease,44.6,24
2020,Vermont,End-stage renal disease,53.3,50
2019,Rhode Island,End-stage renal disease,57.7,44
2019,North Dakota,End-stage renal disease,70.8,38
